name,street_address,zip_code,latitude,longitude
CASTLE SHANNON YOUTH ASSOCIATION,PO BOX 10412,15234,40.368819,-80.022399
CATHOLIC DAUGHTERS OF THE AMERICAS (965 CORAPOLIS),2133 MONTOUR ST,15108,40.4971642,-80.16464499
CATHOLIC DAUGHTERS OF AMERICA (MCKEESPORT 221),1900 LINCOLN WAY,15131,40.34299807,-79.81390623
CATHOLIC DAUGHTERS OF THE AMERICAS (221 CT MC KEESPORT),2317 JENNY LIND ST,15132,40.33878132,-79.84905448
CATHOLIC DAUGHTERS OF THE AMERICAS (759 WESTINGHOUSE),2503 STONECLIFFE DR,15146,40.43190638,-79.76439817
CATHOLIC DAUGHTERS OF THE AMERICAS (508 COURT CHARTIERS),2443 RYDAL ST,15205,40.43516254,-80.05627948
CATHOLIC DAUGHTERS OF THE AMERICAS (655 BELLEVUE),243 JACKS RUN RD,15214,40.5003480473719,-80.0361490432297
CATHOLIC DAUGHTERS OF AMERICA 1303 CT PIUS,736 LAFAYETTE DR,15025,40.2854597413792,-79.8919972686403
CATHOLIC CHARITIES OF THE DIOCESE OF PITTSBURGH INC,212 NINTH STREET,15222,40.4432592071407,-79.9982668167889
CATHOLIC CHARITIES HEALTH CARE CENTER INC,212 NINTH ST,15222,40.4432592071407,-79.9982668167889
CATHOLIC ALUMNI CLUB OF PITTSBURGH INC,1702 MONONGAHELA AVE,15218,40.4231542107902,-79.8913812658373
CATHERINES CHILDREN FOUNDATION,716 JOSEPHINE ST,15035,40.3854333935889,-79.8038128788949
CATHERINE EVANS MCCAMPBELL CHARITABLE TR,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CATHERINE AND MARK H LOEVNER FAMILY FOUNDATION,1401 BENNINGTON AVE,15217,40.4415376774275,-79.9316330311012
CATALYST CONNECTION,2000 TECHNOLOGY DRIVE,15219,40.4340918239043,-79.9700083146044
CASTLE SHANNON VOLUNTEER FIRE DEPT,3600 LIBRARY RD,15234,40.3655865613725,-80.0173133612372
CASTLE SHANNON REVITALIZATION CORPORATION,3310 MCROBERTS RD,15234,40.3675282101729,-80.0091765211929
CASTLE SHANNON PRESBYTERIAN SUPPORTIVE HOUSING INC,1215 HULTON RD,15139,40.5262350990812,-79.8288246814816
CASTLE SHANNON PARENT FACULTY ORGANIZATION,3724 MYRTLE AVE,15234,40.3674604018364,-80.0243021994889
CASTLE SHANNON AREA MEALS-ON-WHEELS INC,935 PINE AVE,15234,40.3668650710171,-80.0229076413783
CASTELLI CHARITABLE TRUST,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CASTAWAY COMPANIONS INC,325 MCCLELLAN DR,15236,40.3336397541722,-79.9694107934617
CASSIUS M DASHIELL TRUST NECT,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CASITA COPAN INC,1237 LOVE ST,15218,40.4205172420421,-79.9029134633292
CASH FOR KIDS,1985 LINCOLN WAY STE 23 # 176,15131,45.2787393184392,-121.52925867821
CASE MANAGEMENT SOCIETY OF AMERICA INC (PITTSBURGH REGIONAL CMSA CHAPTER),148 AUDREY DR,15236,40.3379713062106,-79.9579673347386
CASA SAN JOSE,2116 BROADWAY AVE,15216,40.404588169588,-80.0301787245581
CASA OF ALLEGHENY COUNTY,564 FORBES AVE STE 1302,15219,40.4376553065127,-79.9950741973929
CELEBRATION OF LIFE,PO BOX 15223,15237,40.549607,-80.043513
CECIL AMERICAN LEGION AUXILIARY UNIT 793,3257 REISSING RD,15057,40.333647,-80.189954
CATHOLIC HOSPICE INC,2605 NICHOLSON RD STE 3240,15143,40.611031,-80.10032
CENTER AVENUE UNITED METHODIST CHURCH,614 6TH ST,15140,40.40537559,-79.77554431
CATHY G CHARITIES,802 SWEETLEAF DR,15146,40.45314413,-79.78026582
CATOCTIN CHARITIES (JEANETTE LEE ELEFF SOLE MBR),118 SETON DR,15147,40.49224431,-79.83170052
CCOPO INC (POLISH CULTURAL COUNCIL),312 DICKSON AVE,15202,40.50812237,-80.08099361
CENTER FOR PLAY AND EXPLORATION,5820 CALLOWHILL ST,15206,40.47707339,-79.91922445
CENTER FOR URBAN BIBLICAL MINISTRY,7418 PENN AVE,15208,40.44750307,-79.89764713
CENTRAL CHRISTIAN CHURCH,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CENTRAL CATHOLIC HIGH SCHOOL INC,4720 5TH AVE,15213,40.4468632642133,-79.9459061316177
CENTRAL BAPTIST CHURCH OF PITTSBURGH,2200 WYLIE AVE,15219,40.4458793216722,-79.9763247258187
CENTRAL ACADEMY,2200 WYLIE AVE,15219,40.4458793216722,-79.9763247258187
CENTER UNITED METHODIST CHURCH,1575 DONNELLVILLE RD,15065,40.6544453925503,-79.7451873098083
CENTER PRESBYTERIAN SENIOR HOUSING INC,1215 HULTON RD,15139,40.5262350990812,-79.8288246814816
CENTER OF LIFE,161 HAZELWOOD AVE,15207,40.4119912269648,-79.9421250491679
CENTER FOR RESPONSIBLE SHALE DEVELOPMENT INC,810 RIVER AVENUE NO 201,15212,40.4506097828129,-79.9951001167266
CENTER FOR ORGAN RECOVERY AND EDUCATION,204 SIGMA DR,15238,40.5044111999579,-79.8654646822319
CENTER FOR HEARING & DEAF SERVICES INC,1945 FIFTH AVE,15219,40.4384309062263,-79.9778657386188
CENTER FOR FAMILY EXCELLENCE INC,409 DINWIDDIE ST,15219,40.4424747031949,-79.9805426217189
CENTER FOR CIVIC ARTS,211 BEVINGTON RD,15221,40.4246940717242,-79.8644565241265
CECILIA C MURDOCH TR FOB GRACE GEORGE & T OCONNER JONES ENDOWMENT,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CC MELLOR MEMORIAL LIBRARY & EDGEWOOD COMMUNITY HOUSE,1 PENWOOD AVENUE 2,15218,40.4322407063169,-79.8852351384699
CAUCASIAN OVCHARKA RESCUE & REHOME,10 SEDGWICK ST,15209,40.4794456573546,-79.9743018084179
CATHOLIC YOUTH ASSOC OF PITTSBURGH,286 MAIN ST,15201,40.4676551428928,-79.9586039149413
CATHOLIC WAR VETERANS OF THE UNITED STATES OF AMERICA INC (20TH CHAPTER-CMR-CWV),399 WINTERSET DR,15209,40.5007219654104,-79.95845405633
CATHOLIC SISTERS LEADERSHIP COUNCIL (WESTERN PA),9000 BABCOCK BLVD,15101,45.330744423754,-121.668204040748
CATHOLIC PARISH CEMETERIES ASSOCIATION,1000 LOGUE ST,15220,40.4445556235567,-80.0507225850038
CATHOLIC LONG TERM CARE NETWORK OF WESTERN PENNSYLVANIA INC,111 BLVD OF THE ALLIES,15222,40.4395217310501,-80.0044333232068
CENTRAL FOOD PANTRY OF ELIZABETH TOWNSHIP,PO BOX 47,15018,40.265885,-79.797067
CHAPEL GATE SWIMMING CLUB,PO BOX 7735,15215,40.503693,-79.91322
CHANTCLEER SWIM CLUB,PO BOX 494,15046,40.557753,-80.227975
CHANGE THE GAME INC,PO BOX 220,15090,40.62646,-80.05589
CHAMBER OF COMMERCE OF ALLEGHENY VALLEY,308 PITTSBURGH MILLS CIR,15084,40.209466,-79.776143
CERAMIC WATER FILTER SOLUTIONS,2559 HILLTOP RD,15071,40.3893561,-80.14374822
CERTIFIED REMOTE PILOTS ASSOCIATION OF AMERICA INC,500 OVERHEAD DR,15108,40.52920606,-80.25016001
CHABAD JEWISH CENTER OF MONROEVILLE INC,2715 MOSSIDE BLVD,15146,40.4348726,-79.75544595
CENTURY UNITED OF PITTSBURGH FOOTBALL CLUB,410 VALLEYVIEW DR,15025,40.2989895351189,-79.9555892251174
CENTURY ALUMINUM HAWESVILLE RETIREE HEALTH CARE REIMBURSEMENT TRUST,60 BOULEVARD OF THE ALLIES FL 5,15222,40.4395024828281,-80.0055309129882
CENTRE COLLEGE OF KENTUCKY TRUST FUNC NECT,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CENTRE AVENUE HOUSING INC (CENTRE AVENUE HOUSING),611 WILLIAM PENN PL STE 800,15219,40.4414050975522,-79.9966582145939
CENTRAL VOLUNTEER FIRE COMPANY OF ELIZABETH TOWNSHIP ALLEGHANY,425 SCENERY DR,15037,40.2760102090371,-79.8374633436897
CENTRAL OUTREACH RESOURCE AND REFERRAL CENTER (A PENNSYLVANIA CORPORATION),2040 CENTER AVE,15219,40.4441561683304,-79.9788716996071
CENTRAL NEW DEVELOPMENT CORPORATION,2200 WYLIE AVE,15219,40.4458793216722,-79.9763247258187
CENTRAL HIGHLANDS UNITED METHODIST CHURCH,100 TIMOTHY DR,15037,40.2697853434198,-79.8420943585512
CENTRAL ELEMENTARY PARENT - TEACHER ORGANIZATION (CENTRAL PTO),401 ROCK RUN RD,15037,40.2743910738081,-79.8258376103432
CHARITABLE TR OF ROBERT S ANDERSON,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARITABLE MARINE SOCIETY,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHANG FAMILY FOUNDATION,20 STANWIX ST STE 650,15222,40.4386666561277,-80.0051780937853
CHAMPIONS FOR CHRISTIANITY,201 ONEIDA DR,15025,40.2933705939032,-79.9064775949046
CHAMBER MUSIC PITTSBURGH,370 CASTLE SHANNON BLVD UNIT 14816,15234,40.3743632826348,-80.0360460037007
CHABAD OF SQUIRREL HILL INC,1700 BEECHWOOD BLVD,15217,40.4377506221079,-79.916469430429
CHABAD OF SMA INC,5815 AYLESBORO AVE,15217,40.44009253984,-79.9224804300461
CHABAD OF CARNEGIE MELLON UNIVERSITY INC,5120 BEELER ST,15217,40.4440623092778,-79.9378582207886
CHABAD LUBAVITCH OF THE SOUTH HILLS,1701 MCFARLAND RD,15216,40.3968151019475,-80.0463753745334
CHABAD LUBAVITCH OF FOX CHAPEL INC,1343 OLD FREEPORT RD,15238,40.4889843216837,-79.8734563451321
CHABAD HOUSE ON CAMPUS INC,4710 WALLINGFORD ST,15213,40.4514201668994,-79.9485597602368
CHABAD FREIBURG INC,138 ANITA AVE,15217,40.4253291707062,-79.915467349227
CHARITY RANDALL FOUNDATION,6031 WALLACE ROAD EXT STE 202,15090,40.63387264,-80.06510316
CHARLOTTE BATTLES U/W,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLOTTE A RAGOTZKY 65127 NECT,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES W PEHNA JR SCHOLARSHIP TR,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES STREET AREA CORPORATION (ANGELA WILLIAMS SOLE MBR),2447 SNYDER ST,15214,40.4666226779749,-80.0204626236501
CHARLES S ROBINSON TW 1056 HORIZON TRUST CO,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES S ROBINSON,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES R BURKE JR FOUNDATION,650 SMITHFIELD ST STE 250,15222,40.4424920447126,-79.9967153345876
CHARLES MORRIS PRICE SCHOOL TRUST (PROVIDENT NATL BANK TR 46716),100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
COMBUSTION INSTITUTE,5001 BAUM BLVD STE 644,15213,40.4553360974419,-79.9449867798383
CHARLES M MORRIS CHARITABLE TRUST,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES L RICHMAN F-B JEWISH COMM FEDERATION,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES IRVING CLAPP AND EMMA J CLAPP SCHOLARSHIP FUND,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES IRION ET AL TRUST,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES HENRY LEACH II FUND FOR DUQUESNE UNIVERSITY,600 FORBES AVE,15219,40.4378182438602,-79.9936493110066
CHARLES H JOHNSON TR,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES H GANO TRUST (PITTSBURGH NATIONAL BANK),100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES GRIER T/W 31-0167-00-2,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES F PETERS FOUNDATION,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES E KAUFMAN FOUNDATION,5 PPG PL STE 250,15222,40.439238348263,-80.0032330062853
CHARLES E GRANGE 3,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES E GRANGE 2 NECT,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES E GRANGE,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES E ELLIS GRANT & SCHOLARSHIP FUND,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES E ELLIS 4 60520 NECT (21350010605206),100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES E BALL TW OCEANA BALL,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES C AND MARGARET M FRITTS SCHOLARSHIP FUND,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES AND THERESA BROWN TRUST FUND,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES A RANDOLPH FUND,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES A CHILDS FAMILY MEMORIAL FUND,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARLES & DOROTHY WEIN CHARITABLE FOUNDATION,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHARTIERS VALLEY SOCCER ASSOCIATION,PO BOX 151,15142,40.37368,-80.11783
CHARTIERS VALLEY JUNIOR COLTS INC,PO BOX 44,15142,40.37368,-80.11783
CHARTIERS VALLEY BAND BOOSTERS INC,PO BOX 221,15142,40.37368,-80.11783
CHARMS INC (PITTSBURGH CHAPTER),522 FRANKLIN AVE APT F,15221,40.441626,-79.887747
CHARTIERS VALLEY MIDDLE SCHOOL PARENT TEACHER STUDENT GROUP INC,50 THOMS RUN RD,15017,40.37878084,-80.10253735
CHARTIERS VALLEY PRIMARY SCHOOL PARENT TEACHER GROUP INC (CVPS PTG),125 THOMS RUN RD,15017,40.38156178,-80.10695006
CHARTIERS CENTER (CHARTIERS COMMUNITY MENTAL HEALTH &),437 RAILROAD ST,15017,40.35810302,-80.11025121
CHARTIERS VALLEY YOUTH BASKETBALL ORGANIZATION INC,151 MARYLAND DR,15106,40.40661659,-80.06740372
CHENG LEE EDUCATIONAL FOUNDATION,107 BROOKSIDE LN,15108,40.46959055,-80.17250485
CHERYL KAY FOUNDATION INC,661 ALLEGHENY AVE,15139,40.521825,-79.84293967
CHI OMEGA FRATERNITY (PHI BETA CHAPTER),3990 5TH AVE,15213,40.4425458729654,-79.956945872246
CHESWICK CHRISTIAN FELLOWSHIP,1407 PITTSBURGH ST,15024,40.5418248519964,-79.8003246217735
CHESS LAMBERTON PUBLIC CHARITY TRUST,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHESAPEAKE COUNCIL OF EMPLOYERS OF BRICKLAYERS AND ALLIED CRAFTWORKER,1306 LANCASTER AVE,15218,40.4285714529137,-79.896395991739
CHERRY CITY VOLUNTEER FIRE COMPANY,309 DAVIS AVE,15209,40.49466452,-79.95915431
CHENEY AWARD TRUST,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHEER ALLSTARS PARENT ASSOCIATION,709 BRUTON DR,15044,40.6203678493052,-79.9249698811824
CHEATHAM FOUNDATION IRRV,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHATHAM VILLAGE CHARITABLE TR (CAROLYN TUMINELLA TTEE),412 BIGHAM ST,15211,40.4316751076563,-80.0156286588661
CHATHAM UNIVERSITY,WOODLAND RD,15232,45.3003723247769,-121.601990263394
CHATHAM BAROQUE INC (THE ICE HOUSE NO 201),ICE HOUSE 100 43RD ST,15201,40.4728663906413,-79.9639201898601
CHARTIERS VALLEY INTERMEDIATE SCHOOL PARENT TEACHER GROUP INC,2030 SWALLOW HILL RD,15220,40.3964293846723,-80.0786706545527
CHARTIERS VALLEY GIRLS YOUTH LACROSSE BOOSTERS,705 ARTVUE DR,15243,40.3650874996646,-80.0748827478401
CHARTIERS VALLEY EDUCATION FOUNDATION,2030 SWALLOW HILL RD,15220,40.3964293846723,-80.0786706545527
CHARTIERS VALLEY BOYS SOCCER BOOSTERS,2 PENN CENTER WEST SUITE 115,15276,40.4287435567546,-80.1236544065206
CHARTIERS COUNTRY CLUB,601 BALDWIN RD,15205,40.4347484009888,-80.0929429355882
CHARTERS VALLEY AS & FS EDUCATION SUPPORT PROFESSIONALS II,2525 MULLOOLY ST,15227,40.3811410187871,-79.991091445669
CHARLOTTE S P KEEN PROVIDENT NATL BANK TR 69174 NECT,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHILDREN AND ADULTS DEVELOPMENTAL AGENCY PROGRAMS -CADAPROGRAMS-,PO BOX 80,15137,40.393526,-79.827019
CHILD HEALTH ASSOCIATION OF SEWICKLEY INC,1108 OHIO RIVER BLVD STE 802,15143,40.531489,-80.174816
CHILDRENS MUSEUM OF PITTSBURGH,10 CHILDRENS WAY,15212,40.452588484473,-80.0069699535099
CHILDRENS INSTITUTE OF PITTSBURGH,1405 SHADY AVE,15217,40.443098177869,-79.9195101825389
CHILDRENS HOSPITAL PITTSBURGH FOUNDATION,4401 PENN AVE CENTRAL PLANT FLR 3,15224,40.4664165159426,-79.9529904455709
CHILDRENS BUREAU OF DEL T/W H F B 3740,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHILDRENS ADVOCACY CENTER OF LAWRENCE COUNTY INC (UPMC CORPORATE TAX),600 GRANT ST 58TH FL,15219,40.4413549979629,-79.9948527458362
CHILDREN YOUTH MINISTRY,3883 EAST ST # 3891,15214,40.4890659644294,-80.0176308701398
CHILDREN OF PROMISE MULTIPURPOSE DEVELOPMENT CENTER INC,337 SHAW AVE,15025,40.2969633893257,-79.8819154056864
CHILDREN OF CIRCUMSTANCE OUTDOORS INC,1552 DAGMAR AVE,15216,40.4108774728978,-80.0230881947903
CHILDHOOD APRAXIA OF SPEECH ASSOCIATION OF NORTH AMERICA (DBA APRAXIA KIDS),1501 REEDSDALE ST STE 202,15233,40.4495739984879,-80.0274208971262
CHICHIS BLOOMS,1323 DENNISTON ST,15217,40.445220833184,-79.9192251632793
CHIC MARSTON MEMORIAL FUND,121 VALLEY FIELDS DR,15239,40.4920404245763,-79.7593048412424
CHRISTADELPHIAN ECCLESIA OF PITTSBURGH,PO BOX 10567,15235,40.459801,-79.82242
CHRIST SOUL SAVING STATION,PO BOX 17,15110,40.372069,-79.85382
CHOICES PREGNANCY SERVICES,626 5TH AVENUE,15108,40.52061134,-80.17271177
CHRIST COMMUNITY CHURCH,900 Chartiers Avenue,15136,40.466012,-80.065831
CHRIST CHILD SOCIETY OF PITTSBURGH,538 SPRINGWOOD DR,15147,40.50438193,-79.82150789
CHRISTIAN SCIENTIFIC SOCIETY,11 DENMARSH ST,15207,40.42558769,-79.93996221
CHRISTIE SALTER CHAR TRUST,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHRISTIANS TENTS FELLOWSHIP FOUNDATION INTERNATIONAL (CTFFI),3000 LOCUST ST APT 237,15221,40.4098871569384,-79.8525040198565
CHRISTIANS IN CABLE INC,875 GREENTREE RD 7 PKWY CTR NO 755,15220,40.424555645262,-80.0405947103522
CHRISTIAN ORTHODOX MONASTERY FOUNDATION (PAPPAS MICHAEL T TTEE),123 GILKESON RD,15228,40.3554757767635,-80.0530776280491
CHRISTIAN METHODIST EPISCOPAL CHURCH (CENTRAL MISSION CME CHURCH),1539 BEDFORD AVE,15219,40.4445938764505,-79.987495044873
CHRISTIAN METHODIST EPISCOPAL CHURCH (CARTER CHAPEL CME CHURCH),1018 BIDWELL ST,15233,40.4526323613027,-80.0202783034413
CHRISTIAN LEGAL AID OF PITTSBURGH INC,801 UNION AVE,15212,40.4540021807593,-80.003201489512
CHRISTIAN KLIMM,100 S COMMONS STE 116,15212,40.4501280374225,-80.006161636105
CHRISTIAN IMMIGRATION ADVOCACY CENTER,250 E OHIO ST,15212,40.4531225151298,-80.0030124346352
CHRISTIAN HOUSING INC,3898 OLD WILLIAM PENN HWY NO 201,15235,40.4435754249139,-79.813357549697
CHRISTIAN EAST AFRICAN & EQUATORIAL DEVELOPMENT TRUST,249 DUFF RD,15143,40.5507308867624,-80.1100873779539
CHRISTIAN COUNSELORS COLLABORATIVE,801 UNION AVE,15212,40.4540021807593,-80.003201489512
CHRISTIAN CHURCH OF WILKINSBURG,748 WALLACE AVE,15221,40.443613519223,-79.8824698639463
CHRISTIAN AND MISSIONARY ALLIANCE CHURCH OF UPPER ST CLAIR (UPPER ST CLAIR C&MA CHURCH),2510 OLD WASHINGTON RD,15241,40.3191821756642,-80.0871017416134
CHRISTIAN AND MISSIONARY ALLIANCE CHURCH OF DORSEYVILLE (DORSEYVILLE ALLIANCE CHURCH),3703 SAXONBURG BLVD,15238,40.5749278394793,-79.8917888365093
CHRISTIAN AND MISSIONARY ALLIANCE CHURCH OF ACMETONIA (ACMETONIA C&MA CHURCH),124 PEARL AVE,15024,40.5423077994036,-79.8160284857593
