name,street_address,zip_code,latitude,longitude
SAINT JOHN CHRYSOSTOM CHURCH,506 SALINE STREET,15207,40.427715,-79.9447724
SAINT JOHN CAPISTRAN CHURCH,1610 MCMILLAN ROAD,15241,40.3592211,-80.0725498
SAINT JOHN CANTIUS SHARPSBURG,220 9TH STREET MADONNA OF JERUSALEM,15215,40.4953861,-79.9334923
SAINT JANUARIUS CHURCH,1450 RENTON ROAD,15239,40.4996239,-79.7308349
SAINT JAMES CHURCH,718 FRANKLIN AVENUE,15221,40.4405162,-79.8850721
SAINT JAMES CHURCH,11524 FRANKSTOWN ROAD,15235,40.4635678,-79.8298158
SAINT JAMES AFRICAN METHODIST EPISCOPAL CHURCH,444 LINCOLN AVENUE,15206,40.4607395,-79.9098145
SAINT HENRY AND SAINT JOHN VIANNEY,2428 ARLINGTON AVENUE,15210,40.4172537,-79.9721156
SAINT GEORGE UKRAINIAN CHURCH,3455 CALIFORNIA AVENUE,15212,40.4779971,-80.0408743
SAINT FRANCIS OF ASSISI HARMER AND INDIANOLA,2599 FREEPORT ROAD,15238,40.5362161,-79.8418301
SAINT ELIZABETH OF HUNGARY ROMAN CATHOLIC CHURCH,1 GROVE PLACE,15236,40.3451226,-79.9704212
SAINT EDWARD CHURCH,450 WALNUT STREET,15238,40.4959304,-79.8587537
SAINT CYRIL OF ALEXANDRIA CHURCH,3854 BRIGHTON ROAD,15212,40.4856007,-80.0359323
SAINT CANICE AND SAINT JOHN VIANNEY,222 ORCHARD PLACE,15210,40.4178803,-79.991471
SAINT BERNARD CHURCH,311 WASHINGTON ROAD,15216,40.3864845,-80.0432284
SAINT BASIL CATHOLIC CHURCH,1735 BROWNSVILLE ROAD,15210,40.3976748,-79.9877318
Our Lady of Perpetual Help Church /of Our Lady of the MBS Parish,,nan,40.6134758,-79.7316055
New Life Church Of God,1120 Greenfield Avenue,15217,40.420996,-79.929844
SAINT PAUL AFRICAN METHODIST EPISCOPAL ZION CHURCH,601 FIFTH AVENUE,15108,40.5212663,-80.1734763
SAINT MATTHEWS AFRICAN METHODIST EPISCOPAL ZION CHURCH,345 THORN STREET,15143,40.5403484,-80.1828772
SAINT MARY ASSUMPTION,215 57TH STREET,15201,40.4841371,-79.9446004
SAINT MATTHEW PARISH (LAWRENCEVILLE),5322 CARNEGIE STREET SAINT KIERAN,15201,40.4816351,-79.9513593
SHAARE TORAH CONGREGATION,2319 MURRAY AVENUE,15217,40.4311497,-79.9229198
SAINTS SIMON AND JUDE CHURCH,1607 GREENTREE ROAD,15220,40.4008056,-80.0625275
SAINT THOMAS MORE ROMAN CATHOLIC CHURCH,126 FORT COUCH ROAD,15241,40.3424853,-80.0520913
SAINT TERESA OF AVILA CHURCH,1000 AVILA COURT,15237,40.5390213,-80.0397142
SAINT STEPHENS EPISCOPAL CHURCH,600 PITT STREET,15221,40.441802,-79.8885249
SAINT STANISLAUS KOSTKA,21ST STREET AND SMALLMAN STREET,15222,40.4523056,-79.9834541
SAINT SEBASTIAN CHURCH,311 SIEBERT ROAD,15237,40.5298623,-80.0115544
SAINT SCHOLASTICA CATHOLIC CHURCH,309 BRILLIANT AVENUE,15215,40.491754,-79.9009863
SAINT ROSALIA PARISH (GREENFIELD),411 GREENFIELD AVENUE,15207,40.4257132,-79.9444866
SAINT RICHARD CHURCH,3841 DICKEY ROAD,15044,40.6341849,-79.9661956
SAINT REGIS PARISH,3250 PARKVIEW AVENUE,15213,40.4310367,-79.9527309
SAINT PIUS X ROMAN CATHOLIC CHURCH,3040 PIONEER AVENUE,15226,40.3951229,-80.0291836
SAINT PIUS X BYZANTINE CATHOLIC CHURCH,2336 BROWNSVILLE ROAD,15210,40.3881093,-79.985099
SAINT PHILLIPS ROMAN CATHOLIC CHURCH,50 WEST CRAFTON AVENUE,15205,40.4368875,-80.0685097
SAINT PETERS EPISCOPAL CHURCH,4048 BROWNSVILLE ROAD,15227,40.3669628,-79.9810711
SAINT PETER PARISH,720 ARCH STREET,15212,40.4524751,-80.008476
SAINT PAULS EPISCOPAL CHURCH,1066 WASHINGTON ROAD,15228,40.3709191,-80.0500315
SAINT PAUL CATHEDRAL,5TH AVENUE AND NORTH CRAIG STREET,15213,40.4474748,-79.9498289
SAINT PAUL AFRICAN METHODIST EPISCOPAL CHURCH,1350 LOCUST STREET,15132,40.3416734,-79.8604674
SAINT PAUL AFRICAN METHODIST EPISCOPAL CHURCH,400 ORCHARD PLACE,15210,40.417674,-79.9953825
SAINT PATRICK CHURCH,1711 LIBERTY AVENUE,15222,40.4496121,-79.9851287
SAINT PAMPHILUS CHURCH,1000 TROPICAL AVENUE,15216,40.419124,-80.0256872
SAINT NORBERT CHURCH,2413 SAINT NORBERT STREET,15234,40.3824701,-79.9943133
SAINT NICHOLAS CROATIAN CATHOLIC CHURCH,24 MARYLAND AVENUE,15209,40.4770928,-79.9697944
SAINT MAURICE CHURCH,2001 ARDMORE BOULEVARD,15221,40.4212618,-79.8512719
SAINT MARY OF THE MOUNT CHURCH,403 GRANDVIEW AVENUE,15211,40.4343561,-80.0117667
SAINT MARY OF THE ASSUMPTION CHURCH,2510 MIDDLE ROAD,15116,40.5545044,-79.9319051
SAINT MARY OF MERCY CHURCH,202 STANWIX STREET,15222,40.4397895,-80.0046263
SAINT MARTINS CHURCH,1030 LOGUE STREET,15220,40.4438486,-80.0517442
SOUTH PARK BAPTIST CHURCH,7189 BAPTIST ROAD,15102,40.3346389,-80.0193502
Sacred Heart Church /of Our Lady of Consolation Parish,,nan,39.9415359,-79.9923859
Saint Andrew ,,nan,40.9037323,-79.9184494
Saint Blaise,,nan,40.638279,-80.4512863
Saint Camillus,,nan,41.0271416,-80.3557205
Saint Ann,,nan,39.8962555,-80.1836395
Saint Catherine of Siena,,nan,40.5560989,-80.2310028
Saint Boniface Church /of Holy Wisdom Parish,,nan,40.4669533,-80.0002136
Saint Bonaventure,,nan,40.5331192,-79.9687195
Saint Bernard ,,nan,40.3862801,-80.0432129
Saint Bernadette,,nan,40.4412727,-79.7719421
Saint Bartholomew (Penn Hills),,nan,40.4652023,-79.839859
Saint Barbara,,nan,40.3712769,-80.114769
Saint Anthony Chapel /of Most Holy Name of Jesus Parish,,nan,40.4648247,-79.9835739
Saint Anne,,nan,40.3657341,-80.0336456
Saint Ann,,nan,40.3766899,-80.3245544
Saint Alphonsus,,nan,40.3680153,-80.2369537
Saint Alphonsus,,nan,40.5410805,-79.7801743
Saint Alphonsus,,nan,40.6275177,-80.0565796
Saint Aloysius ,,nan,40.4898796,-79.9920502
Saint Alexis,,nan,40.5956535,-80.0441437
Sacred Heart Parish,310 Shady Ave,15206,40.456276,-79.923163
Sacred Heart Church /of Good Shepherd Parish,,nan,40.4112968,-79.8514328
Sacred Heart (Shadyside),,nan,40.4557648,-79.9232483
Sacred Heart,,nan,40.5108376,-80.097847
STILLPOINT ZEN COMMUNITY OF PITTSBURGH,137 41ST STREET,15201,40.4710393,-79.9632174
SRI VENKATESWARA TEMPLE,1230 SOUTH MCCULLY DRIVE,15235,40.4410288,-79.8050394
SRI SHIRDI SAI BABA TEMPLE,1449 ABERS CREEK ROAD,15146,40.4234628,-79.7260359
SOUTH HILLS COMMUNITY BAPTIST CHURCH,2400 OLD WASHINGTON ROAD,15241,40.3237555,-80.0829103
SOUTH HILLS BAPTIST CHURCH,200 CHALFONT STREET,15210,40.4164216,-80.0037701
SIXTH MOUNT ZION BAPTIST CHURCH,6556 SHETLAND AVENUE,15206,40.461828,-79.9083098
SHILOH COMMUNITY MISSIONARY BAPTIST CHURCH,6940 FRANKSTOWN AVENUE,15208,40.4583359,-79.901793
Saint Hugh,,nan,39.8902893,-79.9717636
Saint Joseph,,nan,40.7641335,-79.7625504
Saint Joseph (North Oakland),,nan,40.9220123,-79.7940445
Saint Kilian ,,nan,40.6839905,-80.0706406
Saint Louis Church /of St. Alphonsus Parish,,nan,41.0058098,-79.8975677
Saint Ferdinand,,nan,40.6980896,-80.1103134
Saint Christopher at the Lake,,nan,40.9115982,-80.0509491
Saint Cecilia,,nan,40.7144012,-80.2850342
Saint Mary,,nan,40.3270035,-80.1844635
Saint Mary,,nan,40.5328865,-80.1277771
Saint Malachy,,nan,40.4804573,-80.1046982
Saint Joseph Parish - St. Ladislaus Church,,nan,40.61166,-79.7234421
Saint Joseph (O'Hara) ,,nan,40.5189323,-79.9242325
Saint Joseph ,,nan,40.5065155,-79.8357239
Saint Joseph,,nan,40.5157127,-80.1594696
Saint John the Baptist Byzantine Catholic Cathedral,210 Greentree Rd,15120,40.382472,-79.9156
Saint John the Baptist ,,nan,40.4881096,-79.7761765
Saint John Chrysostom Byzantine Catholic Church,506 Saline Street,15207,40.427706,-79.944835
Saint Joan of Arc,,nan,40.2877312,-80.0254364
Saint Januarius ,,nan,40.4999084,-79.7308426
Saint James,,nan,40.440834,-79.884964
Saint James,,nan,40.5379944,-80.1849365
Saint Irenaeus ,,nan,40.51931,-79.8411484
Saint Hilary,,nan,40.1892204,-80.2670288
Saint Germaine,,nan,40.3414726,-80.0164185
Saint Gerard Majella (Penn Hills),,nan,40.4955406,-79.8181229
Saint Francis of Assisi,,nan,40.2543488,-79.9997025
Saint Felix,,nan,40.681324,-80.2497025
Saint Eugene Church /of St. Mark Parish,,nan,40.3229179,-79.8577957
Saint Columbkille,,nan,40.4480667,-80.2441711
Saint Colman,,nan,40.4061203,-79.8271103
Sanctuary Faith Community,306 Roosevelt Way,15215,40.496035,-79.92928
Salem United Methodist Church,350 Manor Road,15090,40.62913,-80.066839
Saint Nicholas Byzantine Catholic,410 6th Ave,15132,40.349889,-79.862267
Saint Peter,,nan,40.8622284,-79.8912277
Saint Vitus,,nan,40.9899712,-80.3454971
Saint Wendelin,,nan,40.8873749,-79.809288
Saints Peter and Paul,,nan,40.6981392,-80.298378
Saints Peter and Paul (Byzantine),,nan,40.4013405,-78.6673431
Second Baptist Church,204 Locust St,15136,40.466858,-80.056682
Sampson's Mills Presbyterian Church,1665 Lincoln Way,15131,40.346042,-79.815401
Saints Simon and Jude ,,nan,40.4008331,-80.0625229
Saints Peter & Paul Byzantine Catholic Church,4200 Homestead Duquesne Road,15120,40.383307,-79.895559
Saints John and Paul,,nan,40.6084709,-80.1066055
Saint Winifred,,nan,40.3755264,-80.0237808
Saint Victor,,nan,40.6340828,-79.873703
Saint Titus,,nan,40.612854,-80.255722
Saint Sylvester,,nan,40.3707619,-79.9754257
Saint Susanna ,,nan,40.4680023,-79.8069
Saint Stephen,,nan,40.4070129,-79.9429016
Saint Sebastian,,nan,40.5304489,-80.0113754
Saint Scholastica,,nan,40.4915123,-79.9008408
Saint Rosalia,,nan,40.425705,-79.9427414
Saint Rita,,nan,40.4000893,-79.8931122
Saint Richard,,nan,40.6342049,-79.966095
Saint Regis ,,nan,40.4311256,-79.9528427
Saint Raphael,,nan,40.4773483,-79.9290848
Saint Pius X,,nan,40.3955803,-80.0286102
Saint Peter (North Side),,nan,40.4522514,-80.0085068
Saint Patrick,,nan,40.257946,-80.1944885
Saint Patrick,,nan,40.3309479,-79.8419037
Saint Patrick,,nan,40.3911438,-80.1987839
Saint Pamphilus,,nan,40.4192657,-80.0255508
Saint Nicholas (Millvale),,nan,40.4770164,-79.9696274
Saint Michael,,nan,40.2695961,-79.8376007
Saint Maurice,,nan,40.4216614,-79.8510056
Sixth Mt Zion Baptist Church,6556 SHETLAND AVE,15206,40.4617055069931,-79.9081894077866
Sisters of the Holy Spirit Motherhouse,5246 Clarwin Avenue,15229,40.507923,-80.025717
Shiloh Baptist Church,1004 Ninth Avenue,15014,40.609462,-79.741539
Shannopin / Glenwillard United Methodist,126 Delfred Dr,15106,40.40703,-80.103906
Second United Presbyterian Church Of Wilkinsburg,300 Hay St,15221,40.438849,-79.888426
St Andrew The Apostle Byzantine Catholic,235 Logan Rd,15044,40.646098,-80.021333
St Alexis Parish,10090 OLD PERRY HWY,15090,40.5957755560935,-80.042831526321
Ss Peter & Paul Byzantine Catholic,339 E 10Th Ave,15084,40.606405,-79.755212
ST ALEXANDER NEVSKY ORTHODOX CATHEDRAL,1600 Guyton Rd,15101,40.560828,-79.998218
"St Agnes, Sisters of the Holy Spirit",635 Saint Agnes Ln,15122,40.367951,-79.878762
Sewickley United Methodist Church,337 Broad St,15143,40.539315,-80.18222
Ss. Peter and Paul (Byzantine),,nan,42.1088142,-80.0578918
Ss. Peter and Paul (Byzantine),,nan,40.9487991,-78.9769974
Ss. Peter and Paul ,,nan,40.364872,-79.8492737
Ss. Peter and Paul ,,nan,40.4003525,-79.8641663
Ss. Peter and Paul,,nan,40.6062927,-79.7542114
Ss Peter & Paul Byzantine Church,701 Foster Ave,15110,40.364493,-79.849354
Spencer United Methodist Church,117 Spencer Ave,15227,40.385751,-79.977398
South Side Presbyterian Church,1926 Sarah St,15203,40.427447,-79.977996
South Hills Baptist Church,200 Chalfont St,15210,40.416401,-80.003733
South Avenue United Methodist Church,733 South Ave,15221,40.452332,-79.93085
Smithfield United Church of Christ,620 Smithfield St,15222,40.441943,-79.99708
Sixth Presbyterian Church,1688 Murray Ave,15217,40.438475,-79.923321
Sixth Mount Zion Baptist Church,6556 Shetland Street,15206,40.461767,-79.908242
Sisters of Mercy of the Americas,3333 Fifth Ave,15213,40.4392965,-79.9634128
Shiloh Comm Missionary Baptist,6940 Frankstown Ave,15208,40.458355,-79.901944
Sheraden United Methodist,2966 Chartiers Avenue,15204,40.454512,-80.058044
Shepherd's Heart Fellowship,13 Pride Street,15219,40.438012,-79.984845
Sharon Community Presbyterian Church,522 Carnot Road,15108,40.513982,-80.221451
Shadyside Presbyterian Church,5121 Westminster Pl,15232,40.449117,-79.938848
Seeds Of Hope Anglican Church,250 South Pacific Avenue,15224,40.462376,-79.940694
Second Baptist Church,108 West 12th Ave,15120,40.403309,-79.909191
St Andrew Lutheran Church,304 Morewood Ave,15213,40.453758,-79.944575
St Andrew Lutheran Church,987 Beaver Grade Road,15108,40.507278,-80.208503
St James Parish,718 Franklin Ave,15221,40.440619,-79.885606
St Gerard Majella,121 Dawn Drive,15147,40.49559,-79.818151
St George Orthodox Church,PO Box 664,15017,40.35618,-80.11006
St Gabriel Of Sorrowful Virgin,5200 GREENRIDGE DR,15236,40.3564001690005,-80.0057030891991
St Catherine Of Sweden,2554 Wildwood Road,15101,40.591497,-79.966568
St Bernard Parish,311 WASHINGTON RD,15216,40.3867730807409,-80.0434517629485
St Bartholomew Parish,111 Erhardt Dr,15235,40.464488,-79.840853
St Athanasius Church,7 CHALFONTE AVE,15229,40.521263303155,-80.0297123296812
St Anne Church,400 Hoodridge Dr,15234,40.365727,-80.034141
St Elizabeth Anglican Mission,50 Vanadium Road,15017,40.371834,-80.091342
St Barbara Parish,45 PRESTLEY RD,15017,40.37055335,-80.11519162
St Catherine Of Siena,199 Mcgovern Blvd,15046,40.569126,-80.233385
St Germaine Parish,5588 Brightwood Rd,15102,40.319864,-80.027767
St John The Baptist Orthodox Church,211 Cable Ave,15112,40.39994,-79.836425
St Bonaventure Parish,219 Lucille St,15116,40.53228,-79.975072
St Columbkille Church,103 Church Rd,15126,40.447801,-80.24339
St Joan Of Arc Parish,6414 Montour Street,15129,40.287099,-80.0259
St John Of God Parish,1011 Church Ave,15136,40.464129,-80.066566
St Andrew's United Presbyterian,801 Beaver St,15143,40.537398,-80.177119
St John Baptist Church,209 Bridge Street,15148,40.39574,-79.805395
St John The Baptist Byzantine Catholic,1720 Jane St,15203,40.426759,-79.981259
St James Baptist Church,7800 Bennett St,15208,40.453995,-79.886699
St Charles Lwanga,7114 Kelly St,15208,40.455635,-79.89886
St John The Baptist Orthodox Church,2695 Woodland Ave,15212,40.468136,-80.034603
St John Mark Evangelical Lutheran Church,225 East 10th Avenue,15120,40.406488,-79.908416
St Januarius Parish,1450 Renton Rd,15239,40.499584,-79.730799
St James Parish,200 Walnut St,15143,40.537605,-80.184696
St James AME Church,444 Lincoln Ave,15206,40.460762,-79.909891
St Isaac Jogues Parish,1216 Collins Ave,15025,40.255926,-79.924068
St Irenaeus Parish,387 Maryland Ave,15139,40.519284,-79.841164
St George Orthodox Cathedral,3400 Dawson St,15213,40.434558,-79.95285
St Elizabeth Ann Seton Parish,330 3rd Avenue,15106,40.4039183493393,-80.0910027654873
St Elias Byzantine Catholic Church,4200 Homestead Duquesne Road,15120,40.383307,-79.895559
St Cyril Of Alexandria,3854 Brighton Rd,15212,40.486076,-80.036304
St Clare Of Assisi Parish,460 Reed St,15025,40.295251,-79.879412
St Bernadette Parish,245 Azalea Dr,15146,40.441265,-79.771869
St Bede Parish,509 S Dallas Ave,15208,40.447167,-79.910122
St Michael's Orthodox Church,424 Ninth Ave,15132,40.347142,-79.86203
St Michael's Orthodox Church,146 Third St,15104,40.403991,-79.874291
St Maurice Parish,2001 ARDMORE BLVD,15221,40.421506258131,-79.8516481834009
St Mary Of The Assumption Parish,2510 MIDDLE RD,15116,40.5545009510178,-79.9318804592845
St Mark Parish,1125 Romine Ave,15133,40.343409,-79.871143
St Margaret Parish,310 MANSFIELD AVE,15220,40.4223803714531,-80.0472486941989
St Malachy Parish,343 Forest Grove Road,15108,40.480365,-80.104176
St Luke's Lutheran Church,305 Center Ave,15229,40.520343,-80.037048
St Louise De Marillac Parish,320 McMurray Rd,15241,40.315318,-80.07166
St Joseph Parish,342 DORSEYVILLE RD,15215,40.5190464786052,-79.9240218233971
St John's Evangelical Lutheran Church of Perrysville,920 Perry Highway,15229,40.533395,-80.03564
St Margaret Mary Parish,1 Parish Place,15108,40.515408,-80.217572
St Joseph Parish,1304 4Th Ave,15108,40.516301,-80.158872
St Nicholas Orthodox Church,815 Dunblane Avenue,15110,40.3796255,-79.8601456
St Joseph Parish,817 Grant Avenue,15110,40.371373,-79.853166
St Nicholas Parish,213 Vilsack Rd,15116,40.535302,-79.975117
St Nicholas Orthodox Church,903 Ann St,15120,40.407106,-79.908244
St Patrick Parish,310 32Nd St,15132,40.330832,-79.842228
St Nicholas Orthodox Church,320 Munson Ave,15136,40.474161,-80.058371
St Mark's Lutheran Church,600 Pittsburgh St,15144,40.540874,-79.783723
St Nicholas Serbian Orthodox Church,2110 Haymaker Rd,15146,40.404777,-79.756081
St Jude The Apostle Parish,405 Westinghouse Ave,15148,40.390512,-79.809663
St Paul AME Church,400 Orchard Pl,15210,40.417748,-79.99556
St Patrick-St Stanislaus Kostka,57 21St St,15222,40.452143,-79.983425
St Pamphilus Parish,948 Tropical Ave,15216,40.420409,-80.025459
St Nicholas Greek Orthodox Church,419 S Dithridge St,15213,40.444677,-79.949896
St Michael and All Angels Lutheran Church,1308 Spring Garden Avenue,15212,40.460903,-79.988264
St Michael Church,101 Mclay Dr,15037,40.269335,-79.837582
St Maximilian Kolbe Parish,363 W 11Th Ave,15120,40.401549,-79.913804
St Mary Of The Mount Parish,403 Grandview Ave,15211,40.434337,-80.011865
St Mary Of Mercy Parish,202 Stanwix St,15222,40.439761,-80.004649
St Mark's Lutheran Church,933 Brookline Blvd,15226,40.39247,-80.017877
St Maria Goretti,4712 Liberty Ave,15224,40.461717,-79.949896
St Luke Baptist Church,659 Herron Ave,15219,40.452597,-79.965076
St Juan Diego Parish,201 9Th St,15215,40.49545,-79.933967
St Joseph Parish,825 2Nd St,15147,40.506651,-79.835615
St John's Lutheran Church,715 Lincoln Highway,15137,40.379454,-79.806178
St. Alphonsus Parish,201 CHURCH ROAD,15090,40.6276076,-80.0568684
St Winifred Parish,550 Sleepy Hollow Rd,15228,40.375368,-80.023192
St Victor Parish,PO Box 149,15006,40.63118,-79.88144
St Thomas More Parish,126 Fort Couch Rd,15241,40.342453,-80.052166
St Sylvester Parish,3754 Brownsville Rd,15227,40.370986,-79.975899
St Robert Bellarmine Church,1313 5Th Ave,15035,40.377898,-79.813654
St Pio Of Pietrelcina,450 WALNUT ST,15238,40.4961548390779,-79.8584509988764
St Philip Parish,50 West Crafton Ave,15205,40.436886,-80.068533
St Valentine Parish,2710 Ohio St,15102,40.330179,-80.031327
St Therese Of Lisieux Parish,1 Saint Therese Ct,15120,40.387885,-79.901253
St Rita Parish,219 W Schwab Ave,15120,40.400281,-79.892455
St Paul's Lutheran Church,616 Washington St,15143,40.538124,-80.179167
St. Alphonsus Parish,750 Pittsburgh St,15144,40.541046,-79.780446
St Paul's Lutheran Church,5319 Second Ave,15207,40.4038909,-79.9420723
St. Alphonsus /of St. Alphonsus Parish,,nan,41.1447754,-79.8847046
St. Anne,,nan,40.6666946,-79.0133438
St. Anthony Church /of Christ the King Parish,,nan,40.9739532,-80.4988098
St. Angela Merici,,nan,40.3452034,-79.8177185
St. Andrew's Episcopal Church,5801 Hampton Street,15206,40.474615,-79.920939
St. Andrew the Apostle ,,nan,40.6460686,-80.0213013
St. Ambrose Church /of Holy Wisdom Parish,,nan,40.461647,-79.9945068
St. Albert the Great Church /of Holy Apostle Parish,,nan,40.3868637,-79.9615555
St. Adalbert /of Prince of Peace Parish,,nan,40.4262695,-79.9835968
St Ursula Parish,3937 Kirk Ave,15101,40.560804,-79.963503
St Thomas A' Becket Parish,139 Gill Hall Rd,15025,40.314811,-79.963569
St Susanna Parish,200 Stotler Rd,15235,40.467829,-79.807088
St Stephen's Church,405 Frederick Ave,15143,40.53883,-80.18335
St Richard Parish,3841 Dickey Rd,15044,40.634231,-79.966249
St Regis Parish,3235 Parkview Ave,15213,40.430472,-79.953374
St Raphael Church,1118 Chislett St,15206,40.477196,-79.928831
St Pius X Parish,2690 Waddington Ave,15226,40.395627,-80.028988
St Pius X Byzantine Catholic Church,2336 Brownsville Road,15210,40.388144,-79.985141
St Paul's United Methodist Church,1965 Ferguson Rd,15101,40.564681,-79.988343
St Paul Cathedral,108 N Dithridge St,15213,40.447207,-79.950518
St Paul Baptist Church,6701 Penn Avenue,15208,40.45404,-79.911755
St. James Evangelical Lutheran Church,28 PITTSBURGH ST,15202,40.511521,-80.08991
St. James Episcopal Church,11524 FRANKSTOWN RD,15235,40.4626513036904,-79.8294328079112
St. Brendan's Episcopal Church,2365 Mcaleer Road,15143,40.580836,-80.084124
St. James the Apostle,,nan,41.0812073,-80.4915466
St. John the Baptist,,nan,40.6889153,-80.2741776
St. John the Baptist ,,nan,40.4154625,-79.8837357
St. John the Baptist,,nan,40.6348076,-80.2289734
St. John XXIII (Quasi-Parish for the Old Mass) at Saint Boniface Church,,nan,40.4669418,-80.0001831
St. John Neumann,,nan,40.5714607,-80.0709381
St. John Lutheran Church,601 Washington Avenue,15106,40.405371,-80.083277
St. John Fisher,,nan,40.4352989,-79.8452148
St. John Chrysostom ,,nan,40.4278564,-79.9456863
St. John Capistran,,nan,40.3591843,-80.0727005
St. John Cantius Church (Korean Community) /of Saint Juan Diego Parish ,,nan,40.4966393,-79.9357452
St. Isaac Jogues,,nan,40.2558212,-79.9241333
St. Gregory Nazianzus ,,nan,40.337429,-80.0648804
St. George ,,nan,40.6063957,-80.2589874
St. Gabriel of the Sorrowful Virgin,,nan,40.3565178,-80.0056992
St. Francis of Assisi Church (Harmar) /of St. Pio of Pietrelcina Parish,,nan,40.5361404,-79.8417435
St. Frances Cabrini,,nan,40.646801,-80.294342
St. Elizabeth of Hungary,,nan,40.3451004,-79.9705505
St. Elizabeth Ann Seton,,nan,40.4038734,-80.0907364
St. Elias ,,nan,40.3877373,-79.8948364
St. Edward Church /of St. Pio of Pietrelcina Parish,,nan,40.4958878,-79.8588562
St. Damien of Molokai,,nan,40.2042236,-79.928009
St. Cyril of Alexandria,,nan,40.48563,-80.0360489
St. Clare of Assisi ,,nan,40.2953072,-79.8795242
St. Catherine of Sweden,,nan,40.591732,-79.9666061
St. Benedict the Moor,,nan,40.4412193,-79.9858398
St. Benedict the Abbot,,nan,40.2822113,-80.0844574
St. Basil Church /of Holy Apostle Parish ,,nan,40.3975677,-79.9880066
St. John the Baptist (Byzantine),,nan,40.1094055,-79.5746307
St. John the Evangelist,,nan,40.8426094,-79.7433167
St. Joseph the Worker,,nan,40.9821625,-80.318924
St. Jude Thaddeus,,nan,40.7699623,-79.0494308
St. Mary (Bizantine),,nan,40.3508987,-79.524498
St. Mary (Byzantine),,nan,40.3408203,-78.9268646
St. Mary (Byzantine),,nan,40.3193932,-78.6972275
St. John the Baptist (Byzantine),,nan,40.9217987,-78.2058029
St. Mary (Byzantine),,nan,40.3028984,-79.3252029
St. Mary (Byzantine),,nan,40.2412987,-78.836319
St. Mary Assumption (Byzantine),,nan,40.1589966,-79.8794022
St. Mary Assumption (Byzantine),,nan,39.9453011,-79.8392029
St. Mary of the Assumption,,nan,40.8302841,-79.8161774
St. Mary's Byzantine Catholic Church,,nan,40.3028984,-79.3252029
St. Mary of the Mount ,,nan,40.4346046,-80.011795
Word of God ,,nan,40.4233894,-79.8894653
St. Mary of Mercy,,nan,40.4399376,-80.0046844
St. Mary Help of Christians /of St. John of God Parish,,nan,40.4641113,-80.0661469
St. Mary Church /of Saint Juan Diego Parish ,,nan,40.4960785,-79.9369659
St. Mary (Byzantine),,nan,40.2644348,-79.7171021
St. Mary ,,nan,40.3968887,-79.8433685
St. Mary ,,nan,40.5860901,-80.2296219
St. Martin's Anglican Church,c/o Bethel United Presbyterian,15146,40.421117,-79.799413
St. Margaret of Scotland,,nan,40.4224434,-80.0469131
St. Margaret Mary,,nan,40.515377,-80.2175446
St. Louise de Marillac,,nan,40.3160477,-80.071579
St. Lawrence O’Toole Church /of St. Maria Goretti Parish,,nan,40.4646301,-79.9384613
St. Jude the Apostle,,nan,40.3904991,-79.8098297
St. Joseph Church /of St. Mark Parish,,nan,40.3433723,-79.8714981
St. John the Baptist (Byzantine),,nan,40.3830528,-79.9145203
