name,street_address,zip_code,latitude,longitude
McKees Rocks Green Grocer,1100 Chartiers Avenue,15136,40.46563,-80.06818
Shiloh Farm Stand,Thomas Boulevard & Homewood Avenue,15208,40.451184,-79.9899089
Sheraden Green Grocer,720 Sherwood Avenue,15204,40.455202,-80.056557
Sharpsburg Green Grocer,1212 Main Street,15215,40.494457,-79.930212
Monroeville Lion's Farmer's Market,2399 Tillbrook Road,15146,40.418342,-79.763985
Sewickley Farmer's Market,200 Walnut Street,15143,40.537606,-80.184696
Schiefelbein Farm Stand,3323 Route 151,15001,40.545145,-80.306042
Ross Township Farmer's Market,920 Perry Highway,15237,40.533395,-80.03564
Shenot Farm Market,3754 Wexford Run Road,15090,40.627021,-80.07968
Pennsylvania Market Building,108 18th Street,15222,40.450759,-79.985309
Original Farmer's Market,151 Parks Road,15031,40.339917,-80.171283
McConnell's Hill Farm,294 New Bethlehem Church Road,15001,40.534606,-80.291745
Olde World Produce,1206 Route 51,15025,40.31224,-79.938562
Oakland Farmer's Market,4100 Forbes Avenue,15213,40.443386,-79.952135
New Sheffield Farmer's Market,2816 Brodhead Road,15001,40.615515,-80.285458
Misera Farms,Butler Logan Road,15084,40.579492,-79.797134
Millvale Green Grocer,518 Grant Avenue,15209,40.480754,-79.974368
Mellon Square Farmer's Market,529 Smithfield Street,15222,40.440903,-79.998276
Northside Farmer's Market,801 Union Place,15212,40.454513,-80.002965
Mt. Oliver/Knoxville Green Grocer,Brownsville Road at Hays Avenue,15210,40.414217,-79.987975
Mt. Lebanon Upton Farmer's Market,710 Washington Road,15228,40.379964,-80.045191
Mt. Lebanon Lions Farmer's Market,975 Washington Road,15228,40.37376,-80.048131
Mt. Hope Farmer's Market,12106 Frankstown Road,15235,40.470772,-79.820478
Moon Township Farmer's Market,1000 Beaver Grade Road,15108,40.504587,-80.208135
Simmons Farm Market,2861 Washington Road,15317,40.300759,-80.098302
Simmons Farm Market,170 Simmons Road,15317,40.270055,-80.082325
Squirrel Hill Farmer's Market,5737 Beacon Street,15217,40.434744,-79.924142
Spring Hill Green Grocer,125 Rhine Place,15212,40.467138,-79.993135
Southside Farmer's Market,18th Street & East Carson Street,15203,40.428468,-79.980291
Soergel Orchards,2573 Brandt School Road,15090,40.614598,-80.092754
